Date,Equity
2018-12-31,1.0
2019-01-02,1.0
2019-01-03,1.0
2019-01-04,1.0
2019-01-07,1.0
2019-01-08,1.0
2019-01-09,1.0
2019-01-10,1.0
2019-01-11,1.0
2019-01-14,1.0
2019-01-15,1.0
2019-01-16,1.0
2019-01-17,1.0
2019-01-18,1.0
2019-01-22,1.0
2019-01-23,1.0
2019-01-24,1.0
2019-01-25,1.0
2019-01-28,1.0
2019-01-29,1.0
2019-01-30,1.0
2019-01-31,1.0
2019-02-01,1.0
2019-02-04,1.0
2019-02-05,1.0
2019-02-06,1.0
2019-02-07,1.0
2019-02-08,1.0
2019-02-11,1.0
2019-02-12,1.0
2019-02-13,0.998368476907553
2019-02-14,0.9974963606956383
2019-02-15,0.9978563595032547
2019-02-19,0.9982970867084872
2019-02-20,0.9995565870790218
2019-02-21,0.999420363566011
2019-02-22,0.998921720766723
2019-02-25,0.996342971751448
2019-02-26,0.9971195689852688
2019-02-27,0.9986786581085049
2019-02-28,1.0067995974963828
2019-03-01,1.0087604335271474
2019-03-04,1.0086643106116073
2019-03-05,1.0076712386160842
2019-03-06,1.0102875552889272
2019-03-07,1.010213400821321
2019-03-08,1.0081912310803904
2019-03-11,1.0114600006397025
2019-03-12,1.0124198715302717
2019-03-13,1.0115484991930503
2019-03-14,1.0038550388788714
2019-03-15,1.0066627186433168
2019-03-18,1.0073474878322268
2019-03-19,1.0055082178266501
2019-03-20,1.0056526082909616
2019-03-21,1.0103029804172288
2019-03-22,1.0055300603933786
2019-03-25,1.0052494425186935
2019-03-26,1.0097900088765488
2019-03-27,1.003965132708476
2019-03-28,1.0073202124188527
2019-03-29,1.0060608419982826
2019-04-01,1.0095203554516001
2019-04-02,1.0046651389606005
2019-04-03,1.004460125031813
2019-04-04,1.0049274642366786
2019-04-05,1.004135902763807
2019-04-08,1.003021718631917
2019-04-09,1.0037093768978393
2019-04-10,1.0040115652893573
2019-04-11,0.9993767184722014
2019-04-12,0.998738592539953
2019-04-15,0.9984252856687956
2019-04-16,1.0007761855984108
2019-04-17,0.9988851529906794
2019-04-18,0.9992039659055555
2019-04-22,0.9968769585601243
2019-04-23,0.9999205947909647
2019-04-24,0.9951313750604616
2019-04-25,0.9970258057566834
2019-04-26,1.0008397777517841
2019-04-29,1.0005508196130115
2019-04-30,0.9969282816573164
2019-05-01,0.997346518911682
2019-05-02,0.998341478443735
2019-05-03,1.0030784061816633
2019-05-06,0.9989531476986074
2019-05-07,0.9948694315110305
2019-05-08,0.9913409830992255
2019-05-09,0.9849966949958009
2019-05-10,0.9874523987565353
2019-05-13,0.9776797816071499
2019-05-14,0.983554646420617
2019-05-15,0.9807936144026974
2019-05-16,0.9771732950007266
2019-05-17,0.9744370541391469
2019-05-20,0.9767761818031405
2019-05-21,0.97973814772378
2019-05-22,0.9788634945973035
2019-05-23,0.9756030379796172
2019-05-24,0.9791050838182097
2019-05-28,0.9786445693224016
2019-05-29,0.9809526057237343
2019-05-30,0.9858575391227419
2019-05-31,0.988168833069121
2019-06-03,0.9928167598300249
2019-06-04,0.9928391481185149
2019-06-05,0.9942620012737683
2019-06-06,0.9958895671642648
2019-06-07,0.9919169564384164
2019-06-10,0.98852572362244
2019-06-11,0.9865602667123086
2019-06-12,0.990919015806876
2019-06-13,0.9920685105744516
2019-06-14,0.9925381075167794
2019-06-17,0.9918082831691858
2019-06-18,0.9883415736456795
2019-06-19,0.9831254481948822
2019-06-20,0.9783447312484586
2019-06-21,0.9828880758962695
2019-06-24,0.9837288111447557
2019-06-25,0.9837508875114175
2019-06-26,0.9844133856148177
2019-06-27,0.9820560357237884
2019-06-28,0.9828045052082043
2019-07-01,0.9768095295923857
2019-07-02,0.9767808862761246
2019-07-03,0.9797460734196892
2019-07-05,0.9796070534157214
2019-07-08,0.9806770453806936
2019-07-09,0.9837023756702503
2019-07-10,0.9779754812939758
2019-07-11,0.9780864926172458
2019-07-12,0.9787423785757321
2019-07-15,0.9781400726780115
2019-07-16,0.9784049336773261
2019-07-17,0.9791765824961682
2019-07-18,0.9781019627111693
2019-07-19,0.9735439042693811
2019-07-22,0.9742741235825905
2019-07-23,0.9758578446238383
2019-07-24,0.9767633165037951
2019-07-25,0.9759302624700871
2019-07-26,0.9783335062202718
2019-07-29,0.9760477008906333
2019-07-30,0.9776117487165092
2019-07-31,0.9721611745826322
2019-08-01,0.9682051253334634
2019-08-02,0.9671867674673317
2019-08-05,0.952656078562607
2019-08-06,0.9548406715344546
2019-08-07,0.952827015491769
2019-08-08,0.9587503800197964
2019-08-09,0.9564334936262356
2019-08-12,0.9495247974942178
2019-08-13,0.9524793365870882
2019-08-14,0.943854174284633
2019-08-15,0.943859989707203
2019-08-16,0.946290010651705
2019-08-19,0.9480813471602472
2019-08-20,0.9483082905217967
2019-08-21,0.9468912989367027
2019-08-22,0.944906244255951
2019-08-23,0.9402811237798244
2019-08-26,0.9462305345473573
2019-08-27,0.9499850479138183
2019-08-28,0.9501093838999644
2019-08-29,0.9424019654481901
2019-08-30,0.9443177840852754
2019-09-03,0.9441131204945653
2019-09-04,0.9468038138614754
2019-09-05,0.9503858364851328
2019-09-06,0.9463866411153234
2019-09-09,0.9428766261223896
2019-09-10,0.9437806061912257
2019-09-11,0.9335161949017589
2019-09-12,0.9275869437239478
2019-09-13,0.9175072343385564
2019-09-16,0.9204143124843064
2019-09-17,0.9178810715297441
2019-09-18,0.9184775398085021
2019-09-19,0.9093738282351271
2019-09-20,0.9097449698260146
2019-09-23,0.9098820974719134
2019-09-24,0.9095212693825792
2019-09-25,0.9115175229371131
2019-09-26,0.9090963576644696
2019-09-27,0.9259252441666396
2019-09-30,0.9238978148136215
2019-10-01,0.9259528618671051
2019-10-02,0.9350577588923917
2019-10-03,0.9341033821276999
2019-10-04,0.932728197656254
2019-10-07,0.9399322287122364
2019-10-08,0.9454532514567449
2019-10-09,0.9533719789024632
2019-10-10,0.949240369226776
2019-10-11,0.9606067454077655
2019-10-14,0.9547963982313008
2019-10-15,0.9666307575553986
2019-10-16,0.9654685851915726
2019-10-17,0.9710358087933112
2019-10-18,0.9689456668992795
2019-10-21,0.9697736719317619
2019-10-22,0.9760615474973457
2019-10-23,0.9718677074720062
2019-10-24,0.9730640311749654
2019-10-25,0.9710577892721238
2019-10-28,0.968991620954326
2019-10-29,0.9674778348324314
2019-10-30,0.9709387097379127
2019-10-31,0.9710956270744009
2019-11-01,0.9611033868663572
2019-11-04,0.9594359597294194
2019-11-05,0.9580544491647351
2019-11-06,0.9600043055898612
2019-11-07,0.9546580920062879
2019-11-08,0.9602689017797461
2019-11-11,0.9608601111575215
2019-11-12,0.9627139406821583
2019-11-13,0.9679535780064829
2019-11-14,0.9702971754641038
2019-11-15,0.9610486563695105
2019-11-18,0.9645387150409639
2019-11-19,0.9671062919953197
2019-11-20,0.9684444381201175
2019-11-21,0.96872332928375
2019-11-22,0.9684609399583116
2019-11-25,0.9631197888709334
2019-11-26,0.969460577166226
2019-11-27,0.9690827174557824
2019-11-29,0.9718259723122019
2019-12-02,0.9714566550773918
2019-12-03,0.9676445894441045
2019-12-04,0.9674269971266471
2019-12-05,0.9744284974088359
2019-12-06,0.9684370145921627
2019-12-09,0.9707488716640663
2019-12-10,0.9710020217771731
2019-12-11,0.9826787777796457
2019-12-12,0.9843510525655772
2019-12-13,0.9858765348705675
2019-12-16,0.9829090488499799
2019-12-17,0.9796089888757233
2019-12-18,0.9745420286210501
2019-12-19,0.974290827426102
2019-12-20,0.9738615132396521
2019-12-23,0.9717176309957705
2019-12-24,0.9701254106594042
2019-12-26,0.96829349934059
2019-12-27,0.9640815503063471
2019-12-30,0.9608726747620377
2019-12-31,0.9607885740388189
2020-01-02,0.9644113051850801
2020-01-03,0.9607261548827096
2020-01-06,0.9661849503057267
2020-01-07,0.9654493588366035
2020-01-08,0.9666602366950969
2020-01-09,0.9661573818550505
2020-01-10,0.9604082034983753
2020-01-13,0.9553271530596775
2020-01-14,0.9571584739822168
2020-01-15,0.959911578201457
2020-01-16,0.9605468081506146
2020-01-17,0.9608056991939491
2020-01-21,0.9642212886546254
2020-01-22,0.95938361320557
2020-01-23,0.9636615723267239
2020-01-24,0.9641995971583369
2020-01-27,0.9631432158621136
2020-01-28,0.9632615967368314
2020-01-29,0.9682953413666943
2020-01-30,0.963612774911842
2020-01-31,0.9665428335870767
2020-02-03,0.9692843195858231
2020-02-04,0.9718460294970885
2020-02-05,0.9652497880058017
2020-02-06,0.9619401291480607
2020-02-07,0.9578398554527962
2020-02-10,0.9635021398437711
2020-02-11,0.9632776928208708
2020-02-12,0.9703029116833963
2020-02-13,0.9667724105470977
2020-02-14,0.9620517542395441
2020-02-18,0.9549669637607829
2020-02-19,0.9477072573176998
2020-02-20,0.947908384828019
2020-02-21,0.9449954956985189
2020-02-24,0.9385115932992473
2020-02-25,0.9454767393020452
2020-02-26,0.9471620249159287
2020-02-27,0.9399238393707994
2020-02-28,0.943162369401388
2020-03-02,0.9336621814503206
2020-03-03,0.9342063230523104
2020-03-04,0.9228212786546122
2020-03-05,0.9294487303382664
2020-03-06,0.9369254715849522
2020-03-09,0.9660148200208989
2020-03-10,0.9623719909256585
2020-03-11,0.9444911249179072
2020-03-12,0.9157951529633479
2020-03-13,0.9155538370244566
2020-03-16,0.9278542789698282
2020-03-17,0.9356818823906803
2020-03-18,1.0203859294946296
2020-03-19,1.0345727785025502
2020-03-20,1.048565844268459
2020-03-23,1.0374635023911338
2020-03-24,1.0836919109894838
2020-03-25,1.0832324689770185
2020-03-26,1.0605299289411785
2020-03-27,1.0391872041312133
2020-03-30,1.0419447804193442
2020-03-31,1.0553429702253176
2020-04-01,1.0735238886940934
2020-04-02,1.088426465446256
2020-04-03,1.092110481958493
2020-04-06,1.082707525826567
2020-04-07,1.0796631494919464
2020-04-08,1.0851347654588064
2020-04-09,1.066940311176622
2020-04-13,1.0756610149878734
2020-04-14,1.0766459217621787
2020-04-15,1.0789290355140415
2020-04-16,1.088699842952058
2020-04-17,1.0876618491090821
2020-04-20,1.0865170238627624
2020-04-21,1.0789337915567712
2020-04-22,1.0817360540077943
2020-04-23,1.0863915127439983
2020-04-24,1.0978732519624674
2020-04-27,1.0962310823667212
2020-04-28,1.0890793013809004
2020-04-29,1.095532160942998
2020-04-30,1.105833062955046
2020-05-01,1.1078611448864824
2020-05-04,1.104952337567352
2020-05-05,1.1084738971303472
2020-05-06,1.1062414440266162
2020-05-07,1.117720371404374
2020-05-08,1.1211472798384332
2020-05-11,1.1290915135790773
2020-05-12,1.123017893956369
2020-05-13,1.1125398116534755
2020-05-14,1.1134779512848225
2020-05-15,1.1179546360430397
2020-05-18,1.1323259297055694
2020-05-19,1.1248017472249452
2020-05-20,1.1245041548851904
2020-05-21,1.124034289314581
2020-05-22,1.125256779098041
2020-05-26,1.1244841809247088
2020-05-27,1.114240875928132
2020-05-28,1.0989435612723566
2020-05-29,1.1092491503550026
2020-06-01,1.109233793149699
2020-06-02,1.1171094582277823
2020-06-03,1.1189480964182972
2020-06-04,1.1140781833630304
2020-06-05,1.1233848657872847
2020-06-08,1.1203887097870355
2020-06-09,1.123652283714647
2020-06-10,1.1293456208836004
2020-06-11,1.1332266111131906
2020-06-12,1.1337684139743263
2020-06-15,1.1267236786409744
2020-06-16,1.1152972782565913
2020-06-17,1.1180966036632924
2020-06-18,1.1199045643000356
2020-06-19,1.1240769985544978
2020-06-22,1.1234851400141785
2020-06-23,1.1232525716294604
2020-06-24,1.1375120459911245
2020-06-25,1.1361380093763318
2020-06-26,1.1405460601969646
2020-06-29,1.1331659261929932
2020-06-30,1.12607577397787
2020-07-01,1.1263979466839587
2020-07-02,1.1225042093272242
2020-07-06,1.1195907544155221
2020-07-07,1.1223716032150373
2020-07-08,1.1167364250911915
2020-07-09,1.1231967498529265
2020-07-10,1.140462710031466
2020-07-13,1.1365389064088849
2020-07-14,1.1380929201918237
2020-07-15,1.1490374097775458
2020-07-16,1.1431729329280729
2020-07-17,1.1424927632372555
2020-07-20,1.1404416281469736
2020-07-21,1.132559631255799
2020-07-22,1.1313637120644753
2020-07-23,1.1339129543424737
2020-07-24,1.1247205247696592
2020-07-27,1.1197774431769776
2020-07-28,1.1259319774606098
2020-07-29,1.1167381604365618
2020-07-30,1.109091969882112
